image_num,label,subfolder,w000,w100,w200,w300,w010_0,w010_1,w010_2,w110_0,w110_1,w110_2,w210_0,w210_1,w210_2,w310_0,w310_1,w310_2,w020_00,w020_01,w020_02,w020_11,w020_12,w020_22,w020_EVal1,w020_EVal2,w020_EVal3,w120_00,w120_01,w120_02,w120_11,w120_12,w120_22,w120_EVal1,w120_EVal2,w120_EVal3,w220_00,w220_01,w220_02,w220_11,w220_12,w220_22,w220_EVal1,w220_EVal2,w220_EVal3,w320_00,w320_01,w320_02,w320_11,w320_12,w320_22,w320_EVal1,w320_EVal2,w320_EVal3,w102_00,w102_01,w102_02,w102_11,w102_12,w102_22,w102_EVal1,w102_EVal2,w102_EVal3,w202_00,w202_01,w202_02,w202_11,w202_12,w202_22,w202_EVal1,w202_EVal2,w202_EVal3,w103_000,w103_001,w103_002,w103_010,w103_011,w103_012,w103_020,w103_021,w103_022,w103_100,w103_101,w103_102,w103_110,w103_111,w103_112,w103_120,w103_121,w103_122,w103_200,w103_201,w103_202,w103_210,w103_211,w103_212,w103_220,w103_221,w103_222,w104_EVal0,w104_EVal1,w104_EVal2,w104_EVal3,w104_EVal4,w104_EVal5,msm_ql_0,msm_ql_1,msm_ql_2,msm_ql_3,msm_ql_4,msm_ql_5,msm_ql_6,msm_ql_7,msm_ql_8,msm_ql_9,msm_ql_10,msm_ql_11,msm_wl_0,msm_wl_1,msm_wl_2,msm_wl_3,msm_wl_4,msm_wl_5,msm_wl_6,msm_wl_7,msm_wl_8,msm_wl_9,msm_wl_10,msm_wl_11
726,0,train,214.29166666666669,104.68981216189613,30.985341718065104,4.188790204786388,4.6958333412838726e-05,1.6041666628663354e-05,-1.012499993380267e-05,-43.76460958626109,26.01124926675866,-10.816389519254228,-29.783813165450564,18.229898483650953,-5.895117207263876,-7.441982664473497,9.73841954599552,1.6898436691232326,739.4682437242877,-161.68766243761394,438.8692039189572,1590.8264520140656,541.1574006335466,994.2077197110561,243.80622139393657,1163.250031930615,1917.446162124858,620.5000361190346,-135.40951208714762,335.16698639545154,1084.090011356046,305.8381168905522,659.4535895676022,194.67582644318108,922.5224810062534,1246.8453295932486,319.020997852741,-98.66861810518104,172.73118090353722,488.0816847236297,108.59671444501008,296.98500964823097,81.92638082753089,481.00553523225074,541.1557761648197,99.25911503076532,-47.198245306663836,53.94977688411133,157.66041827249774,19.829295121093992,81.28406103811443,19.96358132423251,133.21356015561142,185.02645286153364,40.51734619529803,11.203283045394025,-11.217014333003249,28.520517797204242,-10.452924093541839,35.651948169393854,20.334975698851967,26.75092479212082,57.60391167092337,11.097761855674474,1.405600076965168,-1.6133521555953338,8.496257043662528,-0.9113085987451108,11.3913228187281,7.868374156720801,9.712037022111188,13.404930539233117,-0.5795454545454533,2.1553030303030303,0.8459595959595954,2.1553030303030294,2.6022727272727275,-0.38888888888888873,0.8459595959595952,-0.38888888888888884,-2.0227272727272725,2.1553030303030294,2.6022727272727275,-0.38888888888888884,2.6022727272727275,-2.62121212121212,-1.0063131313131317,-0.38888888888888884,-1.0063131313131315,0.4659090909090906,0.8459595959595952,-0.38888888888888884,-2.0227272727272725,-0.38888888888888884,-1.0063131313131317,0.4659090909090907,-2.0227272727272725,0.4659090909090907,0.1603535353535348,6.761431389453782,8.090390007595575,13.02875899703799,14.47750444008516,15.916709895810774,46.41501743191285,0.9999999999999998,4.47196942768459e-17,0.3296518697153118,0.11747600380969542,0.10116411628429378,0.11011981558217884,0.22859853869424232,0.08804626423636946,0.446765721043473,0.0,0.0,0.0,0.9999999999999994,0.0,-0.19639697368574496,0.0,0.05121633047218677,0.0,-0.06753980380452054,0.0,0.1434537473200059,0.0,0.0,0.0
949,0,train,463.125,213.24223366821656,39.67516922447949,4.188790204786379,-0.0001227083333950052,-0.00022520833322470235,-0.0003752083337661416,-45.14909098144125,51.48410290850059,4.0803581786380985,-14.846152402454008,21.627179266505905,-11.7999838925186,-3.066102096449182,4.228655889401892,-2.4111246938187256,1532.9224314459013,-1545.1703236288577,572.4829616275922,9496.654945398126,4796.834137368511,6960.708787334893,709.3288362671503,4024.273821449748,13256.683506462025,1023.2096604440278,-773.004906249243,475.164752794199,4963.259450329786,2376.584276557358,3973.8384034645046,525.259022933544,2523.2967185394896,6911.751772765284,368.4900026681671,-260.4361320688313,162.18528880613445,1535.8546491728266,653.1685196473516,1255.2427372187685,202.9110689288298,886.8786493683546,2069.7976707625776,63.371246340535194,-37.86413220687709,28.598974203725522,311.99302706868514,135.56727329555588,256.3527113725239,42.4711968808166,166.3198670367324,422.9259208641953,98.5165329877963,20.34598920725414,-14.720966889511224,51.960481413147946,-14.928847802232845,62.7652192672723,39.87582616900528,59.907208974336825,113.45919852487444,15.899966087367565,0.4553666884650325,-0.6303336191134574,11.664141835826566,-1.8749585099446642,12.111061301285359,9.998314678475335,13.524067101706684,16.152787444297466,0.42171717171717304,0.7941919191919187,4.582070707070708,0.7941919191919187,1.539141414141413,2.580808080808082,4.582070707070708,2.5808080808080813,-1.9608585858585865,0.7941919191919187,1.539141414141414,2.580808080808082,1.539141414141414,-1.6300505050505054,1.16919191919192,2.580808080808082,1.1691919191919202,0.8358585858585856,4.582070707070708,2.580808080808082,-1.9608585858585865,2.580808080808082,1.1691919191919202,0.8358585858585856,-1.9608585858585865,0.8358585858585855,-5.751262626262625,12.227733435151285,16.269634635443186,24.24268537327634,29.050068138289973,40.70208540274303,90.75002668331273,1.0,4.814999460526195e-17,0.3090020056034271,0.09541509149963544,0.125071072386566,0.07239370710970107,0.25552659240524445,0.05721048929753546,0.49825374795763927,0.0,0.0,0.0,0.9999999999999997,0.0,-0.17005312497532785,0.0,-0.05358147960183506,0.0,-0.09687776485864427,0.0,0.17728923888625353,0.0,0.0,0.0
84,0,train,219.99999999999997,146.1835486804721,47.637969047970415,-12.566370614359165,-5.1666666847749454e-05,5.666666710824053e-05,-5.1666666712302245e-05,-29.38905662846557,28.49756419441996,24.92727171685156,-21.5837611350189,21.308028404925597,11.253793506959719,11.819896203775354,-3.0032885010041426,-11.89621655185401,867.4942499950799,-738.81767602787,163.16042838049663,2432.475899128013,1153.4972328262966,2055.5450963492463,319.256327047003,1539.116724988392,3497.1421934369446,792.0250115582339,-525.2539219343696,227.02003418453876,2014.4396054866263,987.0775288007849,1732.640629100117,303.752773315611,1333.633280502302,2901.719192327065,421.55313202091054,-211.76339310956985,153.8788788375714,1038.6361025812516,529.1478474397317,853.4888737214079,159.62442383896368,666.8430805642905,1487.2106039203159,-48.18410438620934,7.018964759299814,-42.908827426455915,200.22473628631388,98.12161734141087,51.97023669101265,-71.74603317359934,26.11821425778817,249.6386875069284,55.16680959378767,13.211245827184083,-7.179823615076141,41.03191000823618,-12.71798281903233,49.98482907844821,29.735446142012925,45.24582818429243,71.2022743541667,17.564462106169163,1.8246180514381696,-1.2507269953122466,13.589220613995849,-2.854126021956045,16.4842863278054,11.68239954941133,15.96430985543072,19.99125964312836,0.3648989898989896,2.17550505050505,1.5227272727272723,2.1755050505050506,1.637626262626262,1.6363636363636362,1.5227272727272723,1.6363636363636362,-2.0025252525252526,2.1755050505050506,1.6376262626262625,1.6363636363636362,1.637626262626263,-2.0631313131313123,1.253787878787879,1.6363636363636362,1.253787878787879,-0.11237373737373749,1.5227272727272725,1.6363636363636362,-2.0025252525252526,1.6363636363636362,1.253787878787879,-0.11237373737373754,-2.0025252525252526,-0.11237373737373763,-2.7765151515151523,8.52774496324719,14.638256408612229,19.72953122671518,21.267117551719288,24.532636715985358,57.48826181419287,1.0,4.392479977119669e-17,0.2482438319852832,0.09313740488115307,0.042575435106069474,0.0715986692828897,0.15806863789056966,0.06132916034654161,0.4115247549005751,0.0,0.0,0.0,0.9999999999999996,0.0,-0.11536473228080552,0.0,0.019859667526628683,0.0,0.031768619042769404,0.0,0.14379840909961597,0.0,0.0,0.0
1141,0,train,256.75,132.4207533402084,34.73204927600395,4.188790204786386,6.316666666172921e-05,-4.666666661545804e-05,6.758333345402434e-05,31.378150175924723,34.86155011842378,8.831213001546045,18.658468351442135,9.623088029689411,-9.522643878436064,7.110253915674038,3.3241122054463195,-4.335680087230946,611.634552076587,536.7506916551602,263.7594768507415,3217.376149772133,3293.3325950212193,4703.9532432482865,322.54131175719823,830.2571705509558,7380.165462788847,469.1520314344916,352.92736632148456,153.91716113353112,2031.5188558054697,1940.546350151096,2824.302652318764,267.9794929692622,618.8652170734507,4438.128829516013,221.63538033486944,151.6635122073802,55.70606356750733,732.6878780373091,662.3056167465129,1035.4967553109955,122.66309606803144,289.5555481448181,1577.6013694703242,59.67556530850522,53.06081484547059,17.182414520781972,179.34062689198672,161.27779331197524,265.894565402039,23.121191521802086,85.8602786832015,395.92928739752745,53.00891994503175,-10.660556582469138,1.1816779707147154,44.15046034585133,-16.245978541166533,35.26137304932532,21.800949335055254,46.1755559038333,64.4442481013198,13.390587564610792,-1.5134458339389472,0.11258516551343088,11.37503509383938,-2.288324594096417,9.966426617553783,8.143388374887738,12.0069016034842,14.581759297632013,-1.5833333333333321,-4.194444444444445,3.8888888888888897,-4.194444444444445,2.6666666666666665,-0.44444444444444453,3.8888888888888893,-0.4444444444444444,-1.0833333333333335,-4.194444444444445,2.666666666666666,-0.4444444444444444,2.666666666666666,2.3055555555555554,-2.527777777777777,-0.4444444444444444,-2.527777777777777,1.888888888888888,3.8888888888888897,-0.4444444444444444,-1.0833333333333335,-0.4444444444444444,-2.5277777777777772,1.888888888888888,-1.0833333333333335,1.888888888888888,-1.3611111111111116,7.523888648988482,10.822067607238196,13.6237808627974,21.456571342229058,25.439189981926063,53.55525489702923,1.0000000000000002,4.840617720381388e-17,0.27983647354323216,0.1527876433790221,0.10396537271205888,0.10820035554153784,0.208497736769609,0.08214045859029769,0.45928772862769873,0.0,0.0,0.0,0.9999999999999999,0.0,0.10866150699230703,0.0,0.03601302959575237,0.0,0.050638111816790926,0.0,0.1653644939076677,0.0,0.0,0.0
79,0,train,333.6666666666667,159.64741196728414,36.77960576165046,4.188790204786392,2.6999999679144793e-05,-0.00011099999986297071,-7.066666686439405e-05,17.128854376069953,-9.74072997638419,-44.51575525391499,-11.989864231878894,-4.545972202519552,-11.952365663199028,-2.5447381304601113,1.966370246950483,-3.9171344135654422,1424.0217440599786,939.6515329559675,-689.3145307817241,4466.775928027088,1794.6357793248653,2810.8002997003146,430.5964668550365,2611.03176437208,5659.969740560264,978.1668814987456,616.7112186411237,-434.51708854472633,2743.725174835735,1047.0548427845822,1742.1402459862966,317.0863715313794,1706.0790848549648,3440.8668459344326,435.4555248189814,334.2684790248371,-170.850363096106,1119.1578836897424,339.84467139491227,625.4871892107597,117.83840704315311,710.3033600218838,1351.9588306544463,127.11791190310637,103.5502973981284,-24.81589875038278,279.5832394189028,84.01866979352286,128.89947023150967,31.66757245530558,152.57087530725,351.36217379096314,67.93437561100231,-18.99543734984959,19.53281246577184,39.58369621085956,-11.369737693260063,52.12934014542226,29.88600077223289,39.08837906577177,90.67303212927948,12.94232228428794,-1.8340832733667483,0.7538969940721607,10.247649102551605,-1.4504265432712353,13.58963437481091,9.098589550812388,12.543504209620352,15.13751200121771,-4.402777777777775,-1.361111111111111,3.236111111111111,-1.361111111111111,2.3888888888888893,-0.666666666666667,3.236111111111111,-0.666666666666667,2.0138888888888884,-1.3611111111111112,2.3888888888888893,-0.6666666666666669,2.3888888888888893,-0.23611111111111177,-0.18055555555555478,-0.666666666666667,-0.18055555555555486,1.5972222222222223,3.2361111111111107,-0.6666666666666669,2.0138888888888884,-0.666666666666667,-0.18055555555555486,1.5972222222222223,2.0138888888888884,1.5972222222222223,-3.0555555555555554,9.728354264625578,9.940240914795336,17.461844597837732,23.613293372870693,26.677136083257466,72.22654273389733,1.0,3.7158643744620135e-17,0.35545975984358386,0.10170591006638398,0.08946643749299034,0.09698413233706468,0.2381702406272445,0.06332898306433773,0.4851304088498998,0.0,0.0,0.0,0.9999999999999997,0.0,-0.2139338985041676,0.0,-0.045304564289787005,0.0,-0.05265072160459533,0.0,0.15841902966826235,0.0,0.0,0.0
1023,0,train,238.83333333333331,128.27403526831296,34.00789401680269,4.188790204786365,-9.133333285937795e-05,-1.166666939944605e-06,0.00011116666703614442,57.08497213529559,72.17866798612738,74.33188267493985,26.43147909066426,32.87983908964324,26.88213430563373,3.5713608726156796,4.999486603559304,-0.9603340802751021,1343.3710088829148,1556.811973805682,1243.0837697538248,2453.6675542958756,2050.673978164434,2861.345059784122,216.12202007629023,816.6850473922201,5625.576555494403,1066.5199210519609,1163.3451542426335,842.8227990750429,1803.0270163827788,1367.3741671709295,1887.9984791882775,189.673452018632,648.2289603254746,3919.6430042789107,472.5098206311342,481.2895681375127,303.80953601554154,726.2929428937382,508.1234517687826,728.388399993418,85.6295432023271,311.4499226369006,1530.1116976790622,121.35891295472867,128.6729623356265,57.89884778759655,203.2593597555297,116.21217274543645,149.21227485785866,20.419550612328987,81.91688405370638,371.49411290208155,48.02067409284642,-20.055247753938154,1.5934233597295595,49.33061576701361,-14.442738014244167,30.92274540845292,19.52450262861971,36.655234272473,72.09429836722026,12.193251225015565,-2.2307382030213314,-0.40812094756269096,11.011347597803027,-1.8910323237603315,10.803295193984097,8.108939272369977,11.736829107094856,14.162125637337857,-3.603535353535353,-2.1755050505050493,3.327020202020202,-2.175505050505049,3.415404040404039,-3.217171717171717,3.327020202020202,-3.217171717171717,0.18813131313131293,-2.1755050505050493,3.4154040404040384,-3.217171717171717,3.4154040404040384,-1.2739898989898997,-1.9040404040404033,-3.217171717171717,-1.9040404040404035,3.449494949494949,3.327020202020202,-3.217171717171717,0.18813131313131293,-3.217171717171717,-1.9040404040404033,3.449494949494949,0.18813131313131293,3.4494949494949494,-1.4229797979797973,5.242150266056982,8.204065210788936,14.730366867600432,19.06738214435722,22.650130149633476,58.37994062987593,0.9999999999999999,5.452705249747676e-17,0.3620216949773939,0.17769252950224335,0.13975573007136705,0.12908921050842892,0.25811839612619897,0.12637351957217602,0.4306147766102573,0.0,0.0,0.0,0.9999999999999996,0.0,-0.1852743589109666,0.0,-0.03321843306273371,0.0,-0.07113097981126705,0.0,0.13047561767953134,0.0,0.0,0.0
592,0,train,280.3333333333333,153.28089423656948,37.911384971073886,-4.440892098500626e-15,6.666666731547366e-06,3.166666664800033e-05,-0.00017066666681420095,-26.268137978750275,89.4696152189452,2.221341616420404,-13.994690124325805,41.28858908747361,-2.168942529063103,-3.885313597193759,-13.181147875569925,-3.95873664837627,487.3803609139667,-334.1015701638667,596.5319402899534,3248.308248101842,1682.205704007487,4578.660336389695,266.6865986078108,2307.1190990916284,5740.543247706062,401.5586523772095,-227.12047806960413,448.12731313593565,2311.7847753089013,1064.6154176932075,2993.29765160283,232.92267096448904,1687.5749175816081,3786.143490742843,187.14211300989382,-118.01479347669962,187.9118022113341,944.1158417370928,338.47354083844175,1097.1597459839443,105.630073936546,750.370997507799,1372.4166292865866,57.37365287241782,-27.328918466279795,48.91414252692452,141.01122411741488,59.580905547484065,257.1435769289392,29.94688447437381,137.88830355233426,287.6932658920638,85.21842096911135,9.605123545794797,-14.461564214178507,32.8307706678106,-7.471164253758684,35.23170259964752,26.355517110710164,35.65891410646255,91.26646301939674,14.927230759820706,1.3262879153376619,-1.2629684382769695,11.437383292735964,-1.311258230193632,11.546770918517204,10.177700082865853,11.751811736993428,15.981873151214586,-2.0328282828282838,3.9242424242424243,0.5883838383838383,3.9242424242424243,3.1944444444444446,-0.08080808080808088,0.5883838383838383,-0.080808080808081,-1.1616161616161609,3.9242424242424243,3.1944444444444446,-0.080808080808081,3.1944444444444446,-3.265151515151514,0.9444444444444442,-0.08080808080808088,0.9444444444444442,-0.6590909090909088,0.5883838383838382,-0.080808080808081,-1.1616161616161609,-0.080808080808081,0.9444444444444442,-0.659090909090909,-1.1616161616161609,-0.6590909090909087,-1.532828282828283,8.869202718867836,9.293039687919768,13.013063579383283,18.555204729319577,29.051315652395676,74.49906786868333,1.0,4.639220651121406e-17,0.3966279807604295,0.10471967150696966,0.22074682666364978,0.08707841150495484,0.3265949985602264,0.059673841121301835,0.5495642885377456,0.0,0.0,0.0,0.9999999999999997,0.0,-0.23954261956608056,0.0,0.09685312093669066,0.0,-0.13732060623030695,0.0,0.20834317235931943,0.0,0.0,0.0
644,0,train,240.50000000000003,115.75056531367318,30.822137030338133,4.188790204786388,0.00014816666659345223,3.083333334175098e-05,3.483333333842431e-05,-21.355107149868847,19.582244035435732,-6.587187954880356,-15.398499977603713,12.723813169652358,-10.918664466622015,-5.503692576354817,5.305917122963664,-3.5251526097789805,701.6301053533414,-392.4914296207075,503.18315965456793,2089.2975293803456,1103.7496828258593,2370.9790907569277,245.8972089650592,1567.509684496088,3348.4998320294653,475.05272569792055,-221.97728053618218,322.0435517191934,1266.2735615903703,651.2923854301968,1488.4991917414209,195.896640852663,988.5935528746795,2045.3352853023694,213.37890462145046,-98.05353821201804,154.87600023281448,523.2059382271879,255.33676521409473,619.574452325146,78.63275170127045,440.6178208963061,836.9087225762078,61.63083184392991,-25.242840680621192,55.55835113286466,154.09999883476254,66.87617748038424,172.65885602008765,18.672306797782,134.5852720416803,235.13210785931784,48.77002870056113,15.008174890751423,-10.663599039309112,38.22438476599842,-8.75744720994492,28.756151847113593,23.28755269395859,27.781273564289076,64.68173905542548,11.669198102255592,0.8704333840986517,-1.488475868499964,9.73149450740732,-0.8510647737378382,9.421444420675222,8.5191149955339,9.456943182767038,12.846078852037198,-0.546717171717173,1.5214646464646469,1.977272727272726,1.5214646464646466,1.6805555555555558,1.1414141414141414,1.9772727272727257,1.1414141414141414,-1.1338383838383832,1.5214646464646466,1.6805555555555567,1.1414141414141414,1.6805555555555567,-2.6262626262626254,-0.4583333333333333,1.1414141414141414,-0.45833333333333326,1.1047979797979797,1.9772727272727257,1.1414141414141414,-1.1338383838383832,1.1414141414141414,-0.4583333333333333,1.1047979797979797,-1.1338383838383832,1.1047979797979797,-1.5189393939393936,6.710412082084672,8.872349165140959,12.625238519132825,17.060165134532557,18.91928587914365,51.5631145336385,0.9999999999999999,4.90825614628241e-17,0.3398712399791321,0.09908375380635236,0.09367579432132701,0.08651274752529554,0.23231952328802533,0.06919892705875605,0.47831645714038296,0.0,0.0,0.0,0.9999999999999996,0.0,-0.20780171355894975,0.0,-0.04002739383480233,0.0,-0.07404720965206375,0.0,0.15548067589894057,0.0,0.0,0.0
837,1,train,333.7916666666667,144.8644204251125,37.903065796700446,4.188790204786374,-0.00010695833312546199,2.5375000241190104e-05,-1.0125000052152444e-05,48.69645441693478,45.34769131102885,39.68244723938321,27.792571270572807,35.34014648434513,23.67077234268431,7.280466648389618,6.480940870488526,1.3024340995319992,983.9662103280208,851.9150155190177,978.9463587502114,5915.810695628799,4007.0777135052576,3984.293095740102,567.9456130830696,1047.8701257811906,9268.254262832657,637.9345077614221,396.9144838256791,501.3358598830364,3388.71960309274,2087.080264081418,2120.442594301502,396.9641676366632,727.2032969212186,5022.929240597779,278.9489822779662,132.1726392875124,191.23572125154266,1319.1587874052343,738.1450297859651,776.5564740704166,174.52509156366256,335.8494403515963,1864.2897118383582,85.78674592163246,30.65534387453245,46.114594855303345,335.9524402131476,168.12653384358288,188.56198796107066,57.073611416372785,100.32291276090244,452.9046499185755,61.8955014486821,4.321622866418451,-11.347987396030085,37.05349508194405,-13.721174389654298,45.91542389448635,26.73260975383912,46.99333900041593,71.13847167085744,14.248311497271748,-0.16687685298178523,-1.0314085948501952,11.004721014884451,-1.741354633216535,12.650033284544245,9.789913926137366,13.228181834208348,14.88497003635474,-1.8005050505050448,2.1729797979797985,-2.7411616161616164,2.1729797979797985,-1.6527777777777777,-1.085858585858586,-2.7411616161616164,-1.085858585858586,3.4532828282828274,2.1729797979797985,-1.6527777777777777,-1.085858585858586,-1.6527777777777777,-2.054292929292928,1.0277777777777772,-1.085858585858586,1.0277777777777772,-0.11868686868686795,-2.7411616161616164,-1.085858585858586,3.4532828282828274,-1.085858585858586,1.0277777777777772,-0.1186868686868679,3.4532828282828274,-0.11868686868686792,1.7133838383838385,8.488203445205023,12.982048577096034,16.124808446507934,21.420282072110606,27.734012220696684,58.11506566349621,1.0,4.951494254843685e-17,0.26580451817951734,0.10988652096386661,0.11329543935652783,0.08455113162227333,0.2259231473836102,0.06591871024604498,0.47110492966084705,0.0,0.0,0.0,0.9999999999999996,0.0,-0.08780675864960817,0.0,-0.041664259358946035,0.0,-0.08379986301113643,0.0,0.17043692323788084,0.0,0.0,0.0
314,0,train,312.20833333333337,151.43293045090715,38.07338507748834,4.188790204786386,0.0001679999999124604,-7.691666650133655e-05,5.416666688629057e-05,-39.94650696796066,56.06970146770531,38.542403884127154,-24.870286088471477,18.599588585138427,-3.640508327959691,-5.591589054806867,7.212095765302519,-0.31497910514683913,961.4765337232321,-589.5214572490293,102.70332963546676,3696.9842762272756,2909.7436728446414,3872.539806388749,412.71920700473606,1402.5927303683777,6715.688678966144,784.4810539284539,-364.86362216494217,172.25916831021362,2261.970791146943,1674.324947897816,2400.468980511151,330.16162637836374,1104.6120649728125,4012.147134235371,405.3521534766421,-195.12546432789378,94.39723633747454,852.7024896361735,565.4671926891136,869.5044252303952,136.59898160686603,559.4150272750654,1431.5450594612792,130.75707886357299,-76.51284523311773,18.170500951708917,209.33122840068575,124.63815905826644,194.48260409398642,30.906800929800696,167.024719714355,336.6393907140895,60.355365143259235,18.600940678753343,-12.944571572143953,47.432776158937116,-18.926799092100268,43.64478914871081,26.123357051811478,40.21160397567288,85.0979694234228,13.327958888855717,2.1691001953831535,-1.021555708994214,12.269768622298235,-2.0311574142573794,12.47565756633438,9.99614570831515,11.861066939786548,16.216172429386624,4.790404040404038,0.7045454545454541,3.156565656565657,0.7045454545454546,-0.383838383838385,2.1969696969696972,3.1565656565656566,2.1969696969696972,-4.4065656565656575,0.704545454545455,-0.383838383838385,2.1969696969696972,-0.383838383838385,-1.0984848484848497,-0.8358585858585861,2.196969696969697,-0.8358585858585859,0.3939393939393944,3.1565656565656566,2.1969696969696972,-4.4065656565656575,2.1969696969696972,-0.8358585858585861,0.39393939393939437,-4.4065656565656575,0.39393939393939426,-2.320707070707071,8.545406251264806,10.882236759840346,18.408346519771015,18.832268312546084,26.129482310358757,68.63519029712617,1.0,4.7206166351780875e-17,0.35226479930652815,0.12836211788545993,0.11225003167756031,0.103285996324079,0.24135656528320062,0.08213834729464242,0.4510709636885957,0.0,0.0,0.0,0.9999999999999997,0.0,-0.2003646424485307,0.0,0.05115659999340374,0.0,-0.0737582068920918,0.0,0.14335590898218795,0.0,0.0,0.0
