image_num,label,subfolder,w103_000,w103_001,w103_002,w103_010,w103_011,w103_012,w103_020,w103_021,w103_022,w103_100,w103_101,w103_102,w103_110,w103_111,w103_112,w103_120,w103_121,w103_122,w103_200,w103_201,w103_202,w103_210,w103_211,w103_212,w103_220,w103_221,w103_222,w104_EVal0,w104_EVal1,w104_EVal2,w104_EVal3,w104_EVal4,w104_EVal5,msm_ql_0,msm_ql_1,msm_ql_2,msm_ql_3,msm_ql_4,msm_ql_5,msm_ql_6,msm_ql_7,msm_ql_8,msm_wl_0,msm_wl_1,msm_wl_2,msm_wl_3,msm_wl_4,msm_wl_5,msm_wl_6,msm_wl_7,msm_wl_8
634,0,train,-3.43181818182,-4.27777777778,2.33333333333,-4.27777777778,2.92424242424,-0.747474747475,2.33333333333,-0.747474747475,0.507575757576,-4.27777777778,2.92424242424,-0.747474747475,2.92424242424,3.28282828283,-2.06060606061,-0.747474747475,-2.06060606061,0.994949494949,2.33333333333,-0.747474747475,0.507575757576,-0.747474747475,-2.06060606061,0.994949494949,0.507575757576,0.994949494949,-0.272727272727,5.50982090197,6.92062827159,9.51980456116,14.1514459394,16.5092664319,33.2816056673,1.0,2.94620496696e-16,0.246866834993,0.217301786806,0.10022012883,0.174016208083,0.182609984058,0.120170733829,0.45548085041,1.0,8.68322249994e-23,0.123738724001,-2.36866578478e-07,0.0478330754382,-1.56963873368e-07,-0.0261716676376,2.2003393817e-07,0.166639243622
624,0,train,-0.510101010101,2.6452020202,4.20075757576,2.6452020202,2.76641414141,0.565656565657,4.20075757576,0.565656565657,-2.25631313131,2.6452020202,2.76641414141,0.565656565657,2.76641414141,-2.46085858586,0.265151515152,0.565656565657,0.265151515152,-0.184343434343,4.20075757576,0.565656565657,-2.25631313131,0.565656565657,0.265151515152,-0.184343434343,-2.25631313131,-0.184343434343,-4.46590909091,8.87043143682,11.0007124999,15.5968950302,19.6692153568,33.7224860356,75.5145099914,1.0,8.96574742009e-17,0.37094362928,0.114081290968,0.151242316639,0.100822989805,0.29586051945,0.0708919448059,0.50077662752,1.0,4.99941824435e-23,-0.219062290221,1.77779587476e-07,0.0416426201838,6.10631095322e-08,-0.119194216279,-1.7519594394e-07,0.177323204226
68,0,train,2.0,-0.0959595959596,3.58333333333,-0.0959595959596,0.5,-0.328282828283,3.58333333333,-0.328282828283,-2.5,-0.0959595959596,0.5,-0.328282828283,0.5,-0.891414141414,-0.25,-0.328282828283,-0.25,0.987373737374,3.58333333333,-0.328282828283,-2.5,-0.328282828283,-0.25,0.987373737374,-2.5,0.987373737374,-3.33333333333,6.62371976311,8.39577887003,14.5733395988,16.8315927114,24.0012829081,71.5741961901,1.0,2.0369664693e-16,0.419729528373,0.0981587110882,0.23115593284,0.0936404796048,0.371019486297,0.0666873052334,0.563675860644,1.0,2.65023801314e-23,-0.238159500739,-1.15442829932e-07,0.110837297313,1.04524045721e-07,-0.159950931717,-1.46272708716e-07,0.218921990941
1167,0,train,-4.52777777778,4.58333333333,-0.777777777778,4.58333333333,1.80555555556,-3.16666666667,-0.777777777778,-3.16666666667,2.72222222222,4.58333333333,1.80555555556,-3.16666666667,1.80555555556,-3.41666666667,1.13888888889,-3.16666666667,1.13888888889,-1.16666666667,-0.777777777778,-3.16666666667,2.72222222222,-3.16666666667,1.13888888889,-1.16666666667,2.72222222222,-1.16666666667,-0.361111111111,10.4745808194,11.5715022707,18.9239713936,21.0385665878,23.9679093383,59.0789663103,1.0,1.32873639989e-16,0.267781648661,0.153105884613,0.0897638098839,0.115437312997,0.192634458619,0.102581257807,0.46009478618,1.0,1.4383184981e-22,-0.150268916062,-1.11374740632e-07,0.0216407473307,1.41968113064e-07,-0.0644599249904,-2.11966627111e-07,0.157967374116
119,0,train,-5.18055555556,6.88888888889,-2.375,6.88888888889,1.77777777778,-2.38888888889,-2.375,-2.38888888889,3.40277777778,6.88888888889,1.77777777778,-2.38888888889,1.77777777778,-3.56944444444,1.875,-2.38888888889,1.875,-3.31944444444,-2.375,-2.38888888889,3.40277777778,-2.38888888889,1.875,-3.31944444444,3.40277777778,-3.31944444444,0.5,11.8273098438,15.1720087284,24.3243352632,25.6068048835,29.8962237031,70.7735210014,1.0,1.77377657007e-16,0.253058676833,0.159552272344,0.08933572254,0.122670640508,0.177331670415,0.0966980400272,0.466860835507,1.0,1.20956680547e-22,-0.133582648225,-2.8953530526e-07,0.0452916795605,4.09258352911e-08,-0.0438698022309,-1.57394681257e-07,0.166654689224
880,0,train,-4.69949494949,2.35606060606,1.41414141414,2.35606060606,4.25505050505,0.363636363636,1.41414141414,0.363636363636,0.444444444444,2.35606060606,4.25505050505,0.363636363636,4.25505050505,-3.85606060606,-0.464646464646,0.363636363636,-0.464646464646,1.5,1.41414141414,0.363636363636,0.444444444444,0.363636363636,-0.464646464646,1.5,0.444444444444,1.5,-0.949494949495,8.01047699444,9.02414562625,12.5416449277,17.0304346779,22.8180999342,50.1584653881,1.0,1.22704465894e-16,0.296967425875,0.147002163985,0.122180315692,0.131070535932,0.254633383529,0.0729384664488,0.486873000263,1.0,4.48712041522e-23,-0.16998522183,2.20145250392e-07,-0.0529624884494,1.08834218474e-07,-0.0894607355286,-1.41685504562e-07,0.173273903934
78,0,train,-4.19823232323,0.819444444444,2.0,0.819444444444,1.45328282828,-3.29797979798,2.0,-3.29797979798,2.74494949495,0.819444444444,1.45328282828,-3.29797979798,1.45328282828,-0.828282828283,0.314393939394,-3.29797979798,0.314393939394,0.00883838383838,2.0,-3.29797979798,2.74494949495,-3.29797979798,0.314393939394,0.00883838383838,2.74494949495,0.00883838383838,-2.31439393939,11.381575327,13.8668128739,21.0398136774,24.8670078656,26.3197911452,69.5310047209,1.0,7.5571422308e-17,0.280443548192,0.108847762795,0.110954110741,0.0766323135097,0.195356500531,0.0797198757179,0.453092330307,1.0,9.32860535099e-24,-0.153627367157,1.55744603086e-07,0.0472162428963,-7.27203907385e-08,-0.0297288966811,-1.87527043113e-07,0.158057988063
1177,0,train,-5.47095959596,-2.56186868687,3.64393939394,-2.56186868687,2.36994949495,-2.82828282828,3.64393939394,-2.82828282828,3.10101010101,-2.56186868687,2.36994949495,-2.82828282828,2.36994949495,-0.39898989899,-1.85227272727,-2.82828282828,-1.85227272727,2.96085858586,3.64393939394,-2.82828282828,3.10101010101,-2.82828282828,-1.85227272727,2.96085858586,3.10101010101,2.96085858586,-1.79166666667,7.94946756569,12.2175631287,17.8356765106,18.9984010179,26.9963702728,62.3979428206,1.0,2.32325468441e-16,0.301608236056,0.161325755975,0.152182405859,0.136864378525,0.227178542649,0.11977091319,0.478374056176,1.0,6.75721862749e-23,-0.163684949769,-2.10298037852e-07,-0.0489071554896,1.38750452512e-07,-0.0579578711404,1.76396856779e-07,0.1660969004
109,0,train,-1.56691919192,2.94570707071,1.79797979798,2.94570707071,3.22853535354,2.30303030303,1.79797979798,2.30303030303,-1.66161616162,2.94570707071,3.22853535354,2.30303030303,3.22853535354,-5.05050505051,0.27904040404,2.30303030303,0.27904040404,2.1047979798,1.79797979798,2.30303030303,-1.66161616162,2.30303030303,0.27904040404,2.1047979798,-1.66161616162,2.1047979798,-2.07702020202,9.57411327342,9.79005273585,17.3727097684,22.5455314111,34.2395632075,76.558180291,1.0,1.25843558403e-16,0.358172880153,0.114955822827,0.137546788604,0.101469224843,0.285691842793,0.0826818558984,0.511256299501,1.0,4.56072351637e-23,-0.202206401557,5.58978022396e-08,0.0536607820171,7.63977828542e-08,-0.0990904837441,-8.86661036597e-08,0.18069149565
307,0,train,-0.713383838384,-0.643939393939,1.43813131313,-0.643939393939,-0.0505050505051,1.30303030303,1.43813131313,1.30303030303,0.763888888889,-0.643939393939,-0.0505050505051,1.30303030303,-0.0505050505051,-0.981060606061,0.604797979798,1.30303030303,0.604797979798,1.625,1.43813131313,1.30303030303,0.763888888889,1.30303030303,0.604797979798,1.625,0.763888888889,1.625,-2.04292929293,5.73367738186,6.62314826429,11.2128474575,15.8386145656,24.2648313797,61.1249623764,1.0,9.83241703381e-17,0.419806616537,0.0739390780864,0.163351422819,0.0747539516969,0.350869943982,0.068483987076,0.532745431429,1.0,7.13267319859e-23,-0.254793471443,7.97785642811e-08,0.0513489060797,-8.18097064702e-08,-0.152065353064,-1.40111064735e-07,0.193128431092
